"$epsilon_r []","Freq [GHz]","dB(S(1,1)) []"
4.3824,3.4065,-0.690874635960294
4.3824,3.407,-0.691411506812756
4.3824,3.4075,-0.69194992211201
4.3824,3.408,-0.69248988754686
4.3824,3.4085,-0.693031408831312
4.3824,3.409,-0.693574491704722
4.3824,3.4095,-0.694119141931915
4.3824,3.41,-0.694665365303315
4.3824,3.4105,-0.695213167635105
4.3824,3.411,-0.695762554769328
4.3824,3.4115,-0.696313532574058
4.3824,3.412,-0.696866106943497
4.3824,3.4125,-0.697420283798157
4.3824,3.413,-0.69797606908496
4.3824,3.4135,-0.698533468777409
4.3824,3.414,-0.699092488875698
4.3824,3.4145,-0.69965313540688
4.3824,3.415,-0.700215414424995
4.3824,3.4155,-0.700779332011208
4.3824,3.416,-0.701344894273976
4.3824,3.4165,-0.701912107349154
4.3824,3.417,-0.702480977400194
4.3824,3.4175,-0.703051510618235
4.3824,3.418,-0.703623713222284
4.3824,3.4185,-0.704197591459359
4.3824,3.419,-0.704773151604632
4.3824,3.4195,-0.705350399961588
4.3824,3.42,-0.705929342862161
4.3824,3.4205,-0.706509986666906
4.3824,3.421,-0.70709233776513
4.3824,3.4215,-0.707676402575068
4.3824,3.422,-0.708262187544014
4.3824,3.4225,-0.708849699148495
4.3824,3.423,-0.709438943894427
4.3824,3.4235,-0.710029928317252
4.3824,3.424,-0.710622658982131
4.3824,3.4245,-0.711217142484068
4.3824,3.425,-0.71181338544809
4.3824,3.4255,-0.712411394529403
4.3824,3.426,-0.713011176413567
4.3824,3.4265,-0.713612737816634
4.3824,3.427,-0.714216085485336
4.3824,3.4275,-0.714821226197241
4.3824,3.428,-0.71542816676091
4.3824,3.4285,-0.716036914016088
4.3824,3.429,-0.716647474833846
4.3824,3.4295,-0.717259856116769
4.3824,3.43,-0.717874064799131
4.3824,3.4305,-0.718490107847039
4.3824,3.431,-0.719107992258633
4.3824,3.4315,-0.719727725064245
4.3824,3.432,-0.720349313326586
4.3824,3.4325,-0.720972764140911
4.3824,3.433,-0.721598084635201
4.3824,3.4335,-0.722225281970338
4.3824,3.434,-0.72285436334029
4.3824,3.4345,-0.723485335972284
4.3824,3.435,-0.724118207126997
4.3824,3.4355,-0.724752984098729
4.3824,3.436,-0.725389674215593
4.3824,3.4365,-0.726028284839693
4.3824,3.437,-0.726668823367329
4.3824,3.4375,-0.727311297229148
4.3824,3.438,-0.727955713890379
4.3824,3.4385,-0.728602080850985
4.3824,3.439,-0.729250405645863
4.3824,3.4395,-0.729900695845059
4.3824,3.44,-0.730552959053917
4.3824,3.4405,-0.731207202913326
4.3824,3.441,-0.731863435099869
4.3824,3.4415,-0.732521663326056
4.3824,3.442,-0.733181895340485
4.3824,3.4425,-0.733844138928082
4.3824,3.443,-0.734508401910274
4.3824,3.4435,-0.735174692145197
4.3824,3.444,-0.735843017527913
4.3824,3.4445,-0.736513385990579
4.3824,3.445,-0.737185805502709
4.3824,3.4455,-0.737860284071324
4.3824,3.446,-0.738536829741193
4.3824,3.4465,-0.739215450595038
4.3824,3.447,-0.739896154753732
4.3824,3.4475,-0.740578950376541
4.3824,3.448,-0.741263845661297
4.3824,3.4485,-0.741950848844653
4.3824,3.449,-0.742639968202266
4.3824,3.4495,-0.743331212049042
4.3824,3.45,-0.744024588739333
4.3824,3.4505,-0.744720106667177
4.3824,3.451,-0.745417774266508
4.3824,3.4515,-0.74611760001138
4.3824,3.452,-0.746819592416205
4.3824,3.4525,-0.747523760035951
4.3824,3.453,-0.748230111466406
4.3824,3.4535,-0.748938655344384
4.3824,3.454,-0.749649400347957
4.3824,3.4545,-0.750362355196695
4.3824,3.455,-0.751077528651903
4.3824,3.4555,-0.75179492951683
4.3824,3.456,-0.752514566636951
4.3824,3.4565,-0.753236448900163
4.3824,3.457,-0.75396058523705
4.3824,3.4575,-0.754686984621115
4.3824,3.458,-0.755415656069013
4.3824,3.4585,-0.75614660864083
4.3824,3.459,-0.756879851440285
4.3824,3.4595,-0.757615393615012
4.3824,3.46,-0.758353244356791
4.3824,3.4605,-0.759093412901805
4.3824,3.461,-0.759835908530892
4.3824,3.4615,-0.7605807405698
4.3824,3.462,-0.761327918389445
4.3824,3.4625,-0.76207745140616
4.3824,3.463,-0.762829349081967
4.3824,3.4635,-0.763583620924816
4.3824,3.464,-0.764340276488893
4.3824,3.4645,-0.765099325374821
4.3824,3.465,-0.765860777229981
4.3824,3.4655,-0.766624641748755
4.3824,3.466,-0.767390928672784
4.3824,3.4665,-0.768159647791276
4.3824,3.467,-0.768930808941238
4.3824,3.4675,-0.769704422007792
4.3824,3.468,-0.770480496924411
4.3824,3.4685,-0.771259043673222
4.3824,3.469,-0.772040072285285
4.3824,3.4695,-0.772823592840873
4.3824,3.47,-0.77360961546975
4.3824,3.4705,-0.774398150351462
4.3824,3.471,-0.775189207715627
4.3824,3.4715,-0.775982797842219
4.3824,3.472,-0.776778931061875
4.3824,3.4725,-0.77757761775616
4.3824,3.473,-0.77837886835789
4.3824,3.4735,-0.779182693351408
4.3824,3.474,-0.779989103272917
4.3824,3.4745,-0.780798108710736
4.3824,3.475,-0.781609720305641
4.3824,3.4755,-0.78242394875115
4.3824,3.476,-0.783240804793833
4.3824,3.4765,-0.784060299233635
4.3824,3.477,-0.78488244292417
4.3824,3.4775,-0.785707246773055
4.3824,3.478,-0.786534721742195
4.3824,3.4785,-0.787364878848139
4.3824,3.479,-0.788197729162369
4.3824,3.4795,-0.789033283811634
4.3824,3.48,-0.78987155397828
4.3824,3.4805,-0.790712550900571
4.3824,3.481,-0.791556285873015
4.3824,3.4815,-0.792402770246702
4.3824,3.482,-0.793252015429627
4.3824,3.4825,-0.794104032887037
4.3824,3.483,-0.794958834141757
4.3824,3.4835,-0.795816430774546
4.3824,3.484,-0.796676834424419
4.3824,3.4845,-0.797540056789018
4.3824,3.485,-0.798406109624924
4.3824,3.4855,-0.799275004748031
4.3824,3.486,-0.800146754033902
4.3824,3.4865,-0.801021369418108
4.3824,3.487,-0.801898862896585
4.3824,3.4875,-0.802779246525995
4.3824,3.488,-0.803662532424101
4.3824,3.4885,-0.80454873277011
4.3824,3.489,-0.805437859805054
4.3824,3.4895,-0.806329925832141
4.3824,3.49,-0.807224943217155
4.3824,3.4905,-0.808122924388804
4.3824,3.491,-0.809023881839106
4.3824,3.4915,-0.809927828123767
4.3824,3.492,-0.81083477586256
4.3824,3.4925,-0.811744737739719
4.3824,3.493,-0.812657726504306
4.3824,3.4935,-0.813573754970623
4.3824,3.494,-0.81449283601859
4.3824,3.4945,-0.815414982594148
4.3824,3.495,-0.816340207709634
4.3824,3.4955,-0.817268524444216
4.3824,3.496,-0.818199945944274
4.3824,3.4965,-0.819134485423803
4.3824,3.497,-0.820072156164836
4.3824,3.4975,-0.821012971517844
4.3824,3.498,-0.821956944902153
4.3824,3.4985,-0.822904089806354
4.3824,3.499,-0.82385441978875
4.3824,3.4995,-0.82480794847774
4.3824,3.5,-0.825764689572266
4.3824,3.5005,-0.826724656842247
4.3824,3.501,-0.827687864129
4.3824,3.5015,-0.828654325345664
4.3824,3.502,-0.829624054477667
4.3824,3.5025,-0.830597065583143
4.3824,3.503,-0.83157337279338
4.3824,3.5035,-0.83255299031327
4.3824,3.504,-0.833535932421766
4.3824,3.5045,-0.834522213472315
4.3824,3.505,-0.835511847893326
4.3824,3.5055,-0.836504850188645
4.3824,3.506,-0.837501234937984
4.3824,3.5065,-0.838501016797414
4.3824,3.507,-0.839504210499815
4.3824,3.5075,-0.840510830855371
4.3824,3.508,-0.841520892752024
4.3824,3.5085,-0.842534411155962
4.3824,3.509,-0.843551401112101
4.3824,3.5095,-0.844571877744562
4.3824,3.51,-0.845595856257187
4.3824,3.5105,-0.846623351933989
4.3824,3.511,-0.847654380139698
4.3824,3.5115,-0.848688956320208
4.3824,3.512,-0.849727096003118
4.3824,3.5125,-0.850768814798236
4.3824,3.513,-0.851814128398052
4.3824,3.5135,-0.852863052578315
4.3824,3.514,-0.85391560319848
4.3824,3.5145,-0.85497179620229
4.3824,3.515,-0.856031647618257
4.3824,3.5155,-0.857095173560219
4.3824,3.516,-0.858162390227862
4.3824,3.5165,-0.859233313907237
4.3824,3.517,-0.86030796097134
4.3824,3.5175,-0.86138634788062
4.3824,3.518,-0.862468491183535
4.3824,3.5185,-0.863554407517131
4.3824,3.519,-0.86464411360755
4.3824,3.5195,-0.865737626270622
4.3824,3.52,-0.866834962412429
4.3824,3.5205,-0.867936139029847
4.3824,3.521,-0.869041173211141
4.3824,3.5215,-0.870150082136546
4.3824,3.522,-0.871262883078805
4.3824,3.5225,-0.872379593403807
4.3824,3.523,-0.873500230571136
4.3824,3.5235,-0.874624812134683
4.3824,3.524,-0.875753355743231
4.3824,3.5245,-0.876885879141057
4.3824,3.525,-0.878022400168557
4.3824,3.5255,-0.87916293676282
4.3824,3.526,-0.880307506958269
4.3824,3.5265,-0.88145612888727
4.3824,3.527,-0.882608820780752
4.3824,3.5275,-0.883765600968844
4.3824,3.528,-0.884926487881501
4.3824,3.5285,-0.886091500049131
4.3824,3.529,-0.887260656103245
4.3824,3.5295,-0.888433974777117
4.3824,3.53,-0.889611474906399
4.3824,3.5305,-0.89079317542981
4.3824,3.531,-0.891979095389776
4.3824,3.5315,-0.893169253933109
4.3824,3.532,-0.894363670311658
4.3824,3.5325,-0.89556236388299
4.3824,3.533,-0.896765354111084
4.3824,3.5335,-0.897972660567
4.3824,3.534,-0.899184302929566
4.3824,3.5345,-0.90040030098609
4.3824,3.535,-0.901620674633029
4.3824,3.5355,-0.902845443876723
4.3824,3.536,-0.90407462883409
4.3824,3.5365,-0.90530824973336
4.3824,3.537,-0.906546326914739
4.3824,3.5375,-0.907788880831213
4.3824,3.538,-0.909035932049228
4.3824,3.5385,-0.910287501249421
4.3824,3.539,-0.911543609227409
4.3824,3.5395,-0.912804276894478
4.3824,3.54,-0.914069525278371
4.3824,3.5405,-0.915339375524039
4.3824,3.541,-0.916613848894409
4.3824,3.5415,-0.917892966771137
4.3824,3.542,-0.9191767506554
4.3824,3.5425,-0.920465222168659
4.3824,3.543,-0.921758403053474
4.3824,3.5435,-0.923056315174259
4.3824,3.544,-0.924358980518123
4.3824,3.5445,-0.92566642119562
4.3824,3.545,-0.926978659441626
4.3824,3.5455,-0.928295717616089
4.3824,3.546,-0.929617618204899
4.3824,3.5465,-0.930944383820688
4.3824,3.547,-0.93227603720369
4.3824,3.5475,-0.933612601222545
4.3824,3.548,-0.934954098875191
4.3824,3.5485,-0.936300553289679
4.3824,3.549,-0.937651987725063
4.3824,3.5495,-0.93900842557223
4.3824,3.55,-0.940369890354813
4.3824,3.5505,-0.941736405730052
4.3824,3.551,-0.94310799548967
4.3824,3.5515,-0.944484683560785
4.3824,3.552,-0.94586649400679
4.3824,3.5525,-0.947253451028268
4.3824,3.553,-0.94864557896392
4.3824,3.5535,-0.950042902291461
4.3824,3.554,-0.951445445628554
4.3824,3.5545,-0.952853233733753
4.3824,3.555,-0.954266291507428
4.3824,3.5555,-0.955684643992731
4.3824,3.556,-0.957108316376544
4.3824,3.5565,-0.958537333990434
4.3824,3.557,-0.959971722311625
4.3824,3.5575,-0.961411506963987
4.3824,3.558,-0.962856713719001
4.3824,3.5585,-0.964307368496768
4.3824,3.559,-0.965763497367012
4.3824,3.5595,-0.967225126550065
4.3824,3.56,-0.968692282417899
4.3824,3.5605,-0.970164991495143
4.3824,3.561,-0.971643280460116
4.3824,3.5615,-0.973127176145866
4.3824,3.562,-0.974616705541213
4.3824,3.5625,-0.976111895791795
4.3824,3.563,-0.977612774201165
4.3824,3.5635,-0.979119368231805
4.3824,3.564,-0.980631705506264
4.3824,3.5645,-0.982149813808202
4.3824,3.565,-0.983673721083499
4.3824,3.5655,-0.985203455441378
4.3824,3.566,-0.986739045155481
4.3824,3.5665,-0.988280518665022
4.3824,3.567,-0.989827904575892
4.3824,3.5675,-0.991381231661816
4.3824,3.568,-0.992940528865501
4.3824,3.5685,-0.994505825299775
4.3824,3.569,-0.996077150248753
4.3824,3.5695,-0.997654533169033
4.3824,3.57,-0.999238003690872
4.3824,3.5705,-1.00082759161935
4.3824,3.571,-1.0024233269356
4.3824,3.5715,-1.00402523979803
4.3824,3.572,-1.0056333605435
4.3824,3.5725,-1.0072477196886
4.3824,3.573,-1.00886834793086
4.3824,3.5735,-1.01049527614999
4.3824,3.574,-1.01212853540916
4.3824,3.5745,-1.0137681569563
4.3824,3.575,-1.01541417222529
4.3824,3.5755,-1.01706661283734
4.3824,3.576,-1.01872551060222
4.3824,3.5765,-1.02039089751962
4.3824,3.577,-1.02206280578044
4.3824,3.5775,-1.02374126776814
4.3824,3.578,-1.02542631606004
4.3824,3.5785,-1.02711798342873
4.3824,3.579,-1.02881630284338
4.3824,3.5795,-1.03052130747113
4.3824,3.58,-1.0322330306785
4.3824,3.5805,-1.03395150603271
4.3824,3.581,-1.03567676730319
4.3824,3.5815,-1.0374088484629
4.3824,3.582,-1.03914778368981
4.3824,3.5825,-1.04089360736831
4.3824,3.583,-1.04264635409071
4.3824,3.5835,-1.04440605865862
4.3824,3.584,-1.04617275608449
4.3824,3.5845,-1.04794648159309
4.3824,3.585,-1.04972727062296
4.3824,3.5855,-1.05151515882796
4.3824,3.586,-1.05331018207878
4.3824,3.5865,-1.05511237646446
4.3824,3.587,-1.05692177829398
4.3824,3.5875,-1.05873842409774
4.3824,3.588,-1.06056235062918
4.3824,3.5885,-1.06239359486638
4.3824,3.589,-1.06423219401361
4.3824,3.5895,-1.06607818550296
4.3824,3.59,-1.06793160699595
4.3824,3.5905,-1.06979249638518
4.3824,3.591,-1.07166089179598
4.3824,3.5915,-1.07353683158803
4.3824,3.592,-1.07542035435707
4.3824,3.5925,-1.07731149893658
4.3824,3.593,-1.07921030439948
4.3824,3.5935,-1.08111681005984
4.3824,3.594,-1.08303105547462
4.3824,3.5945,-1.08495308044538
4.3824,3.595,-1.08688292502006
4.3824,3.5955,-1.08882062949478
4.3824,3.596,-1.09076623441554
4.3824,3.5965,-1.09271978058012
4.3824,3.597,-1.09468130903982
4.3824,3.5975,-1.09665086110132
4.3824,3.598,-1.0986284783285
4.3824,3.5985,-1.10061420254435
4.3824,3.599,-1.10260807583278
4.3824,3.5995,-1.10461014054054
4.3824,3.6,-1.10662043927913
4.3824,3.6005,-1.10863901492671
4.3824,3.601,-1.11066591063004
4.3824,3.6015,-1.11270116980641
4.3824,3.602,-1.11474483614564
4.3824,3.6025,-1.11679695361204
4.3824,3.603,-1.11885756644643
4.3824,3.6035,-1.12092671916813
4.3824,3.604,-1.12300445657702
4.3824,3.6045,-1.12509082375555
4.3824,3.605,-1.12718586607086
4.3824,3.6055,-1.12928962917683
4.3824,3.606,-1.13140215901616
4.3824,3.6065,-1.13352350182254
4.3824,3.607,-1.13565370412276
4.3824,3.6075,-1.13779281273884
4.3824,3.608,-1.13994087479023
4.3824,3.6085,-1.14209793769599
4.3824,3.609,-1.14426404917701
4.3824,3.6095,-1.1464392572582
4.3824,3.61,-1.14862361027077
4.3824,3.6105,-1.15081715685449
4.3824,3.611,-1.1530199459599
4.3824,3.6115,-1.15523202685076
4.3824,3.612,-1.15745344910619
4.3824,3.6125,-1.15968426262317
4.3824,3.613,-1.16192451761876
4.3824,3.6135,-1.16417426463259
4.3824,3.614,-1.16643355452917
4.3824,3.6145,-1.1687024385004
4.3824,3.615,-1.17098096806789
4.3824,3.6155,-1.17326919508553
4.3824,3.616,-1.17556717174192
4.3824,3.6165,-1.17787495056284
4.3824,3.617,-1.18019258441383
4.3824,3.6175,-1.18252012650269
4.3824,3.618,-1.18485763038207
4.3824,3.6185,-1.18720514995203
4.3824,3.619,-1.18956273946268
4.3824,3.6195,-1.19193045351677
4.3824,3.62,-1.19430834707234
4.3824,3.6205,-1.19669647544546
4.3824,3.621,-1.19909489431283
4.3824,3.6215,-1.20150365971459
4.3824,3.622,-1.20392282805698
4.3824,3.6225,-1.20635245611517
4.3824,3.623,-1.208792601036
4.3824,3.6235,-1.21124332034083
4.3824,3.624,-1.21370467192836
4.3824,3.6245,-1.21617671407748
4.3824,3.625,-1.21865950545016
4.3824,3.6255,-1.22115310509439
4.3824,3.626,-1.22365757244707
4.3824,3.6265,-1.22617296733695
4.3824,3.627,-1.22869934998774
4.3824,3.6275,-1.23123678102095
4.3824,3.628,-1.23378532145902
4.3824,3.6285,-1.23634503272841
4.3824,3.629,-1.23891597666261
4.3824,3.6295,-1.24149821550529
4.3824,3.63,-1.24409181191345
4.3824,3.6305,-1.24669682896057
4.3824,3.631,-1.24931333013984
4.3824,3.6315,-1.25194137936732
4.3824,3.632,-1.25458104098525
4.3824,3.6325,-1.25723237976532
4.3824,3.633,-1.25989546091193
4.3824,3.6335,-1.26257035006557
4.3824,3.634,-1.26525711330619
4.3824,3.6345,-1.26795581715657
4.3824,3.635,-1.27066652858572
4.3824,3.6355,-1.27338931501241
4.3824,3.636,-1.27612424430858
4.3824,3.6365,-1.27887138480287
4.3824,3.637,-1.28163080528419
4.3824,3.6375,-1.28440257500528
4.3824,3.638,-1.28718676368626
4.3824,3.6385,-1.28998344151839
4.3824,3.639,-1.29279267916761
4.3824,3.6395,-1.29561454777832
4.3824,3.64,-1.29844911897709
4.3824,3.6405,-1.30129646487641
4.3824,3.641,-1.30415665807853
4.3824,3.6415,-1.30702977167923
4.3824,3.642,-1.30991587927176
4.3824,3.6425,-1.31281505495064
4.3824,3.643,-1.31572737331572
4.3824,3.6435,-1.31865290947604
4.3824,3.644,-1.32159173905388
4.3824,3.6445,-1.3245439381888
4.3824,3.645,-1.32750958354168
4.3824,3.6455,-1.33048875229891
4.3824,3.646,-1.33348152217642
4.3824,3.6465,-1.33648797142395
4.3824,3.647,-1.33950817882926
4.3824,3.6475,-1.34254222372233
4.3824,3.648,-1.34559018597975
4.3824,3.6485,-1.34865214602894
4.3824,3.649,-1.35172818485261
4.3824,3.6495,-1.35481838399316
4.3824,3.65,-1.35792282555705
4.3824,3.6505,-1.3610415922194
4.3824,3.651,-1.36417476722847
4.3824,3.6515,-1.36732243441015
4.3824,3.652,-1.37048467817274
4.3824,3.6525,-1.37366158351144
4.3824,3.653,-1.37685323601316
4.3824,3.6535,-1.38005972186115
4.3824,3.654,-1.38328112783989
4.3824,3.6545,-1.38651754133981
4.3824,3.655,-1.38976905036218
4.3824,3.6555,-1.39303574352409
4.3824,3.656,-1.39631771006328
4.3824,3.6565,-1.39961503984325
4.3824,3.657,-1.4029278233582
4.3824,3.6575,-1.40625615173818
4.3824,3.658,-1.40960011675423
4.3824,3.6585,-1.4129598108235
4.3824,3.659,-1.41633532701451
4.3824,3.6595,-1.41972675905244
4.3824,3.66,-1.42313420132441
4.3824,3.6605,-1.42655774888485
4.3824,3.661,-1.42999749746099
4.3824,3.6615,-1.43345354345821
4.3824,3.662,-1.43692598396565
4.3824,3.6625,-1.4404149167617
4.3824,3.663,-1.44392044031969
4.3824,3.6635,-1.44744265381351
4.3824,3.664,-1.45098165712334
4.3824,3.6645,-1.4545375508414
4.3824,3.665,-1.45811043627785
4.3824,3.6655,-1.46170041546654
4.3824,3.666,-1.46530759117104
4.3824,3.6665,-1.46893206689063
4.3824,3.667,-1.47257394686627
4.3824,3.6675,-1.47623333608671
4.3824,3.668,-1.4799103402947
4.3824,3.6685,-1.48360506599316
4.3824,3.669,-1.4873176204514
4.3824,3.6695,-1.49104811171152
4.3824,3.67,-1.49479664859476
4.3824,3.6705,-1.49856334070791
4.3824,3.671,-1.50234829844984
4.3824,3.6715,-1.50615163301804
4.3824,3.672,-1.50997345641529
4.3824,3.6725,-1.51381388145624
4.3824,3.673,-1.51767302177426
4.3824,3.6735,-1.52155099182819
4.3824,3.674,-1.52544790690919
4.3824,3.6745,-1.52936388314771
4.3824,3.675,-1.53329903752048
4.3824,3.6755,-1.53725348785754
4.3824,3.676,-1.54122735284944
4.3824,3.6765,-1.54522075205431
4.3824,3.677,-1.54923380590525
4.3824,3.6775,-1.55326663571759
4.3824,3.678,-1.55731936369629
4.3824,3.6785,-1.5613921129434
4.3824,3.679,-1.56548500746563
4.3824,3.6795,-1.56959817218195
4.3824,3.68,-1.5737317329312
4.3824,3.6805,-1.57788581647994
4.3824,3.681,-1.58206055053024
4.3824,3.6815,-1.58625606372749
4.3824,3.682,-1.59047248566853
4.3824,3.6825,-1.59470994690951
4.3824,3.683,-1.59896857897422
4.3824,3.6835,-1.60324851436209
4.3824,3.684,-1.60754988655658
4.3824,3.6845,-1.61187283003352
4.3824,3.685,-1.61621748026951
4.3824,3.6855,-1.62058397375047
4.3824,3.686,-1.6249724479802
4.3824,3.6865,-1.62938304148909
4.3824,3.687,-1.63381589384285
4.3824,3.6875,-1.63827114565136
4.3824,3.688,-1.64274893857757
4.3824,3.6885,-1.6472494153466
4.3824,3.689,-1.65177271975472
4.3824,3.6895,-1.65631899667858
4.3824,3.69,-1.66088839208453
4.3824,3.6905,-1.6654810530379
4.3824,3.691,-1.67009712771249
4.3824,3.6915,-1.67473676540013
4.3824,3.692,-1.67940011652026
4.3824,3.6925,-1.68408733262968
4.3824,3.693,-1.68879856643239
4.3824,3.6935,-1.69353397178948
4.3824,3.694,-1.69829370372909
4.3824,3.6945,-1.70307791845664
4.3824,3.695,-1.70788677336489
4.3824,3.6955,-1.71272042704432
4.3824,3.696,-1.71757903929356
4.3824,3.6965,-1.72246277112974
4.3824,3.697,-1.72737178479932
4.3824,3.6975,-1.73230624378858
4.3824,3.698,-1.73726631283455
4.3824,3.6985,-1.74225215793593
4.3824,3.699,-1.74726394636403
4.3824,3.6995,-1.75230184667395
4.3824,3.7,-1.75736602871585
4.3824,3.7005,-1.76245666364621
4.3824,3.701,-1.76757392393934
4.3824,3.7015,-1.77271798339898
4.3824,3.702,-1.77788901716992
4.3824,3.7025,-1.78308720174982
4.3824,3.703,-1.78831271500112
4.3824,3.7035,-1.79356573616312
4.3824,3.704,-1.79884644586403
4.3824,3.7045,-1.80415502613332
4.3824,3.705,-1.80949166041408
4.3824,3.7055,-1.81485653357554
4.3824,3.706,-1.82024983192567
4.3824,3.7065,-1.825671743224
4.3824,3.707,-1.83112245669446
4.3824,3.7075,-1.8366021630384
4.3824,3.708,-1.84211105444774
